subject,daysFromFirstScan,session_count,session_num,connection1,connection2,connection3,connection4,connection5,connection6,connection7,connection8,connection9,connection10,connection11,connection12,connection13,connection14,connection15,connection16,connection17,connection18,connection19,connection20,connection21,connection22,connection23,connection24,connection25,connection26,connection27,connection28,connection29,connection30,connection31,connection32,connection33,connection34,connection35,connection36,connection37,connection38,connection39,connection40,connection41,connection42,connection43,connection44,connection45,connection46,connection47,connection48,connection49,connection50,connection51,connection52,connection53,connection54,connection55,connection56,connection57,connection58,connection59,connection60,connection61,connection62,connection63,connection64,connection65,connection66,connection67,connection68,connection69,connection70,connection71,connection72,connection73,connection74,connection75,connection76,connection77,connection78,connection79,connection80,connection81,connection82,connection83,connection84,connection85,connection86,connection87,connection88,connection89,connection90,connection91,connection92,connection93,connection94,connection95,connection96,connection97,connection98,connection99,connection100,connection101,connection102,connection103,connection104,connection105,PANAS_PA,PANAS_NA
1,0,1,01,0.6029488480300397,0.1113892465351475,0.8216015175806285,0.424041209040953,0.947836651164776,0.8953368655216689,0.705945011484826,0.8507191031700653,0.651256373355399,0.7498287159355815,-0.3802350810457726,0.0898603821060091,0.4842718065591063,0.1486172288495504,0.2730808795730338,0.6412407710201667,0.9151369333352568,0.7734369830169837,0.8488175381115715,0.9252763612980592,0.2772055450070607,0.5270223973663064,0.8748384740844206,0.8153653645554774,0.8257801592149537,0.9034875502923048,0.424476267028974,0.9633713730893836,-0.4455178367480266,0.2832608733180216,0.7228206025973593,0.4071698539093652,0.2635031640153257,0.8838421251852758,0.3444450509749052,0.4791518131795605,-0.6000575269745996,-0.0229734038489934,0.4640235152046525,0.0860333855701171,0.0309423074225595,0.9186837772592712,0.111571448471285,0.268655272855732,0.907923529382202,-0.0457630155066039,0.4118126418571161,0.6653044863141097,0.4162669606515894,0.5181799054888541,0.8437116363860582,0.607985044635159,0.7207969273144843,0.7983364776662907,0.7897051911602104,-0.7298053684888564,-0.1982522315224391,0.3182287228917675,-0.0717784050049397,-0.1303951900636904,0.8794369775163954,-0.0847267979360861,0.0744772891064815,0.8537258110551692,0.9512949695095372,0.6480396963571297,-0.3868114827091888,0.3152357843478779,0.7325675922241823,0.4210784125766838,0.3208497764739627,0.9014288281512496,0.3981243152872721,0.5321629965168508,0.9728012545179496,0.9082627984428082,0.8442915555896373,0.8400458371930902,-0.0674723097581067,0.5985070990934567,0.8740509102710119,0.6566360055301893,0.5903934292406214,0.800038124337865,0.6799473509238532,0.7791345074082198,0.8921540019674724,0.7551235394187013,0.8943385468838121,0.6242602861547966,0.9157218189572696,-0.0353791112716645,0.5237950825327811,0.784831767923017,0.5532870743107678,0.5978566960210007,0.8526930082406414,0.671147481266403,0.7785591014758657,0.8636171939434775,0.7790744899108306,0.9481776426519894,0.6444322770374723,0.899076729258582,0.9568982867370296,24,12
1,2,2,02,0.9064991252222492,0.4604534730454636,0.7065371063047815,0.8456417464842473,0.9516788066187764,0.8052872846055422,0.7540623324896054,0.9164436889937922,0.8074942691180467,0.8957826584464299,0.3377467621072007,0.6158391153279708,0.8448060982208381,0.6384819628756042,0.8330281134550784,0.6077111246269403,0.7698614459874288,0.53723790322298,0.761705620184708,0.7324065015878192,0.4922389080551983,0.6811304031651818,0.8574302468271682,0.6856027447270652,0.8655261840002075,0.8362775212129658,0.6140205805197588,0.953217016300684,-0.7143170409133395,-0.4573014908446515,-0.0320063233672035,-0.3856156508523722,-0.2432349219113272,0.1435956626133721,0.0340560533142641,-0.0467711592929911,0.9059097819492508,0.9660466568135712,0.6653627310454299,0.9467517372339634,0.8794584829862976,0.551068155900827,0.8073402854336287,0.8799593127405985,-0.4327446960103128,0.9327036144657876,0.8615501204146105,0.5463216642812755,0.8379389606451677,0.7153353488618883,0.3471909990194191,0.454545870996582,0.5709134695273459,-0.7894426823422379,0.8403140408799378,-0.7389033049366217,-0.6904171165906959,-0.5822774170566615,-0.6768337099695348,-0.6473445535511272,-0.4554398138663848,-0.1418756929457234,-0.3092685596556873,0.7568784616876524,-0.6169644246187426,-0.8701182441138214,0.9211275345308548,0.9612344092722668,0.7110555766845613,0.951113489498258,0.8756069275151067,0.5589145389388103,0.6923574166965684,0.7955961480989706,-0.5563462474073816,0.9452939318371748,0.9180313367943744,-0.7712137784302079,0.9651401120467248,0.859780560338057,0.3727030940110192,0.8005732342760103,0.6648800581478266,0.2075175275746356,0.5837385468898456,0.64035902888635,-0.7521479718287494,0.8707455242963253,0.9213828570766136,-0.6937269987398269,0.8852691490605212,0.8389546317697021,0.9369945132805214,0.832380487747522,0.9520119102604684,0.9155848254967622,0.702110382212582,0.6387515741017137,0.7729966019995721,-0.45469879512696,0.9059082977961452,0.8680038461571823,-0.7965043477851786,0.9491452547131836,0.7771764577880921,23,16
1,7,3,03,0.938396553190862,0.6001713125517513,0.7290518879164227,0.3188218102975891,0.4443466647470145,0.8652199923195817,0.5591793212661809,0.7360812653261922,0.7849991944447842,0.4613066083153941,0.3828077204690364,0.5897452598697653,0.9154652058886418,0.868810499178538,0.7692621730951024,0.6337334027806178,0.8063903856624757,0.9181656351160832,0.7226449878647908,0.8932905568522772,0.9173015529173552,0.7695034300473589,0.8984093255583578,0.8944976410458105,0.62950579579556,0.9079881736641788,0.82046260384086,0.950954732608262,0.916198889928962,0.8871714488616418,0.7608552337458095,0.5989654911571812,0.5265603883898962,0.5548498065307065,0.7042326255475553,0.7892885219071962,0.9041473518613242,0.956205977418501,0.66414198253757,0.3049640256614609,0.7981570701532816,0.5346257086850282,0.7893559270716425,0.888783691666075,0.797253061571652,0.8613200210430794,0.9488639121937038,0.8112775028329069,0.505654662584452,0.8556083082392114,0.7090239866708719,0.900555696859724,0.9551825139170792,0.8329715132834663,0.9522411387057182,0.1172717988215921,0.3046933616628418,0.8001571934758893,0.9350786454196626,0.4843353871437028,0.9027980762794798,0.7145077802245646,0.5657580256105518,0.3923475990277148,0.199765602223394,0.4202601161143077,0.2656326018928579,0.5070821691772252,0.8455948242217294,0.7501394776102068,0.8343396816253124,0.9485248237859774,0.8884279401241805,0.7886380631867701,0.3916575345000836,0.499086947916574,0.6601727834990962,0.8370665130319638,0.8405483940120644,0.939492837096201,0.771095630750963,0.440447209025377,0.8769830191301649,0.6841236263760092,0.8894997353809685,0.9468554509210824,0.7811177859339671,0.9607723620354074,0.9763299096677296,0.3723852941535225,0.6577204632121421,0.7727873977677123,0.8690410325485081,0.9471918719344288,0.7675007545642639,0.7944271337707355,0.8469334869908277,0.93076149619861,0.9434171194711284,0.8718040504514828,0.8124477440174174,0.9149020716657272,0.6685096502854613,0.7563823017821902,0.8797320032392865,20,17
1,9,4,04,0.4407364525309963,-0.2382513105955155,0.2717945355673865,-0.0457582013562779,-0.5475285898068498,0.3819362548968554,0.0310213528779776,-0.0202887336479456,-0.2712135348259383,-0.3713246755369838,-0.3281422104575396,-0.4995393880267209,0.552017602403318,0.7858600704614769,0.0675688406412593,-0.2721143588405589,0.0651059880921103,0.9237065119318906,0.596051002581346,-0.4320578347373604,0.6570365070551212,0.2123069458636083,0.1835078195895891,0.7653808306109742,0.6348090324370471,-0.2129238785113893,0.6455157980198752,0.8018456339417624,-0.3639897951151286,-0.715402163472528,0.3327107760382994,0.8128799989675691,0.0652635689174644,0.9262305749672596,0.4832702813679689,0.4535137495372838,-0.5939841076789077,-0.8021659057451911,-0.0097445057799617,0.3984676206709994,0.4083811343217307,0.6812112210027127,0.0734394755801367,-0.0500183690835106,0.7948429332852883,-0.4358874776482077,-0.8131823082387689,-0.2443690025292983,0.3040424120891382,0.523816314208429,0.5479798492872036,-0.162960049104109,-0.1824352096885647,0.7003478959521029,0.9326115517098184,-0.6731716711544786,-0.1866352791418641,0.6961941772463148,0.4394870537716927,-0.5531216796558951,0.4813718163369361,0.7866690377463029,0.357362891833563,0.4110967604489417,0.2206190992786438,-0.0287009834587545,-0.3530355413364471,-0.5748615728848498,0.4103192896103513,0.8600141318741614,-0.6154986741135527,0.6487947068453216,0.6411144020533253,0.4341643479265863,0.6978586398211777,0.3627000226273875,0.2089026510829496,0.7205575544559675,-0.4415521455893029,-0.7894592605252133,-0.0716239558417487,0.4204309429243912,0.487644491592749,0.6849060028972958,0.0086376456467253,-0.0105771769433994,0.8014057790861865,0.9509159388906968,0.9506169406395886,0.0733610606097811,0.3023302336890598,-0.5519157302344928,-0.8183273551068321,-0.0296925321696754,0.4281536209736785,0.4057070682568583,0.6892344340116295,0.0615782255767884,-0.0363809420322834,0.8092266708826998,0.96689267343317,0.9398571593287612,0.1908179467964894,0.3729887229090302,0.9584438183420824,27,16
1,14,5,05,-0.1571592822977887,0.8893036282464544,-0.4874730568950843,-0.365983653824148,0.7792153811743046,-0.5911810639681463,0.2966232839877054,-0.0477979077249711,0.2253787784600437,0.3252960363967227,-0.6795421475359442,-0.1570290681914524,-0.4683128087424923,0.3642776973123399,0.1911176906179303,0.4413226737497472,0.337347924433359,0.2504488719683541,0.5544103022597324,0.8015737634381659,0.0073273979463441,0.748600708345524,0.1315524036361842,0.5935138237561323,0.215376772174868,0.7184751151961625,-0.2669307546247058,0.891137321094124,0.0589643025525937,0.6025509017406977,-0.1844448670925787,0.8420646758369217,0.6826728668132149,0.1864520386681466,0.8731377282147523,0.639403658420802,0.2509919393679742,0.7790179957283061,-0.1013418003918451,0.7419075757740352,0.4667234597652864,-0.2303445783299537,0.7859585913300147,0.644338110549002,0.8670970230043924,-0.2317341147678318,0.8081653598812731,-0.5129700880131427,0.9516106715888732,0.4016624517795726,0.2077904395346512,0.6349223261329557,0.3274629170418006,0.8893620794778156,0.8423646286598145,0.1044037409022844,0.2272845023696063,0.0166438812501047,0.6514724806626614,0.7889935814686756,0.4159463997006161,0.8757928230894293,0.6843354265843136,0.8650658835986689,0.6109197975592732,0.6615052827558704,-0.1877250093674752,0.7935199650895896,-0.4734741712742466,0.9413907778683704,0.4454460373552725,0.1861069825590166,0.6715119343580959,0.3735393840668906,0.907583546478849,0.8605954781516499,0.9707129906360368,0.6846663023335903,0.0266967363156066,0.7455215743433752,-0.25225284293237,0.8865812415384633,0.5434273646753145,0.1108501516942484,0.8100021830682135,0.5724945803306516,0.9504657312204676,0.9103676990208556,0.9293025279270384,0.7698277174191103,0.940423246538943,0.6111208774584709,0.3464059865252393,0.4076196143531849,0.4369737067186991,0.6976854943019023,-0.1872458629634439,0.9409078773227902,0.940835275053814,0.7812407340898629,0.7828099877516957,0.5325837886078966,0.7587223959229611,0.5707900637225387,0.744731221927206,26,12
1,16,6,06,0.4481272014566576,0.2458606622714747,0.9466143926822776,0.8995744102953754,0.2343646433590743,0.0488139603759535,0.2345699464035604,-0.4098917187868625,-0.4566492702543021,0.5586392994509398,0.0488284416177185,-0.7712353173715447,-0.8349932318671127,0.3480890558830646,0.8146938681239357,0.020425852241883,-0.4764501340934358,-0.4676260360621952,0.3620535850727027,0.9424073883316636,0.7734026522164287,0.4749782592428563,-0.0445633498858634,-0.1106864263987629,0.7274397042342691,0.8930825671915774,0.5597300525245842,0.8355197281510567,-0.2546842960089153,-0.4678286747882277,-0.3981956656396148,0.0750362254120952,0.8119883037333915,0.6444613104428865,0.9006251857309648,0.6670517528115475,-0.4563303974767302,-0.23763549008835,-0.0897266869738903,-0.1581874823444023,0.5654397781557534,0.312064297807576,0.7143413379472329,0.4843812957641938,0.8611399168284242,-0.2056794029731386,-0.0861072452389215,0.0171227575972453,0.0918307130505853,0.6721727257867786,0.3216270298388651,0.7720787173404308,0.6683355417109134,0.8614058648080066,0.9363621302481376,0.1638193967904353,-0.1202736401290421,-0.1110505178309733,0.4811956960371754,0.8803679502735375,0.542142160491459,0.8919909387605641,0.9036055123233672,0.8234983988971746,0.7517079751474425,0.872220740708213,-0.7602568079193716,-0.7454440685401624,-0.599772271118309,-0.4861564920771286,0.3974821460255545,0.5270587771450355,0.5652639584038174,0.0895280816797563,0.7351886837224678,0.7302628896300687,0.5559981268901862,0.3607033136717973,0.7296862016124794,0.5376161639427699,0.444410763287887,0.8146643887508459,0.4770082660808198,0.0336409161139743,0.3606367279989552,0.7574940390508262,0.1722609248805764,0.1622526524346112,0.411618175333194,0.6373688521113824,-0.4383133873072425,0.1660432565254357,0.7856726907676427,0.8488002555656732,0.1488390949749126,-0.0379803672474638,-0.5411715510399673,-0.0114613306037044,0.2680485683525803,0.0648911449686092,0.362416165120118,0.4865295299694446,0.3549231582060831,-0.2791440117929601,0.6361366857234858,28,11
1,21,7,07,0.482703807480309,0.405915281309453,0.3961993909929678,0.2415883295270547,0.4178286236899289,0.952797091166742,0.6488077867558112,0.8969162584117865,0.697820835590336,0.6739191872555045,0.2377724274924993,0.8260502339985201,0.6993909133413438,0.755156729876129,0.8626646597622893,0.7161929675101076,0.9301341891592724,0.5094562362409346,0.4678785143913221,0.946715289558516,0.7654706313636394,0.7077919689740307,0.8924102312508254,0.6648425965028023,0.625024302302375,0.9759240304155624,0.8205753976601841,0.96060404805367,0.2495550487762299,0.7689986746357368,0.7837645404582659,0.8499361822495582,0.8517411974438673,0.9439884738189732,0.7217806479153375,0.8034940166785237,0.2139636109327025,0.8191140754665965,-0.0248651299139139,-0.0031500299238368,0.5910492601794278,0.6145722009562726,0.7019982282904886,0.5942625791021942,0.4449131652908546,-0.3239694941567674,0.5341215713556545,0.4569185438286563,0.6130697578044128,0.4730149896803842,0.8073477917998491,0.3355239167514489,0.3954555409814325,0.7987118219615241,0.4426719693617956,0.3962453400222781,0.9379428264437066,0.3056463015613014,0.3280835375696264,0.8218128142233441,0.7971030561523624,0.8700501001598089,0.8150068032260016,0.7131100165693387,0.8852025429564494,0.5533376189117428,0.486068963691632,0.4239981201307377,0.9700308398881397,0.9368971814738488,0.7277178781591391,0.681271431906568,0.5550507295879855,0.7020827206678798,0.7775898060412086,-0.0233585931638439,0.4015442351387422,0.3340394783671676,0.5243100223394108,0.7256482066177062,0.8931350973502079,0.881782881228637,0.9128158194463591,0.8781930861951788,0.7923696740658444,0.8882959062213756,0.9130730797740556,0.3481326600793406,0.5625752219949893,0.6502215491569623,0.9042541241425118,0.5769809482632346,0.3547909672869187,0.9410099435352136,0.8813893832329536,0.6854187309267643,0.5663114472810584,0.5272763711763302,0.6729892205627432,0.6756928482340211,-0.1235919549898166,0.2372484505850045,0.2297345480335719,0.9603339237858994,0.8503707845023557,31,11
1,23,8,08,0.3734569227510236,0.5299385609905002,0.3479575664480885,0.7234784396268975,0.4485387052514691,0.9418023014774576,0.918056101329474,0.6018884849234315,0.4208896513559882,0.6484431125628779,0.9243885799144468,0.6484925141493659,0.5381759556922324,0.737931824309036,0.9636147779229044,0.8368575255696972,0.7867988765900685,0.5011626374140057,0.6927582076709939,0.9383006480482018,0.9577374660294764,0.822505591460192,0.7933146794697327,0.4321532642092198,0.632946559530459,0.9356993515225848,0.9477193476461958,0.9774709141953876,0.676461323608839,0.2095624221853881,0.9134358464554282,0.939891807089932,0.5534219299812703,0.622613383509603,0.5354274288522568,0.4658302705189092,0.6056785041601,0.2631409055850522,0.9651444166024552,0.9525551809785696,0.4754079411409658,0.5765569577128975,0.5084558240946869,0.4374816314004911,0.9601612955745108,0.7233960114632099,0.1999322167302552,0.917093809067497,0.9387977741047254,0.5558066757625149,0.6479945984298091,0.548241568685652,0.4846933607176575,0.9527592142616664,0.9567577148953518,0.6778099423088558,0.4855777426365065,0.9422766544507486,0.975620983251572,0.6297553660613646,0.7166461446119822,0.6878256509982333,0.6265938214700425,0.9320221575841484,0.945581756222803,0.9111599297479832,0.5224291513852461,0.3587874172341967,0.9756800707862112,0.9329566204725402,0.4077011424564666,0.5368711946723149,0.5005620221523078,0.4331985556965514,0.8937358866425426,0.956685104767589,0.913443543067668,0.9303282969830128,0.5510019288809471,0.3447149476534498,0.9800761231144268,0.948162389369156,0.4396881912229116,0.5561098630972172,0.513205136480462,0.4439803718846278,0.922592696102566,0.9700543221086204,0.927742815222036,0.9463582348810784,0.9758107572081038,0.5797360238964273,0.1155534242396243,0.9415556370082916,0.909396022610338,0.3952595479934531,0.4976286639536332,0.4041182742223226,0.3326338763676959,0.943744730994185,0.9657527406345736,0.959937876299395,0.8901264756951633,0.9332960943464492,0.9461244677693428,31,11
1,28,9,09,-0.6664073262468254,0.6405158977922153,-0.1234357289352183,0.9766379887314844,-0.6889500849837547,0.6697113855443834,0.8781043289914531,-0.3196311063433467,0.8460596268405631,0.8855088532547408,0.7846852177302815,-0.2541433669541064,0.957239227081366,0.8079716139098765,0.9395452223877728,0.3789038277100009,0.219051114499658,0.9224498256715006,0.4029943951267032,0.6970167924243243,0.8417442503005638,0.3430239872682758,0.2922185570949207,0.8722768026265173,0.3704756075751441,0.7089200462217111,0.8121308749283581,0.9431035299108254,0.9171296489085592,-0.39304590945148,0.8151379658355935,0.9068488170721688,0.9492169505367384,0.9083482817983862,0.6517936997252413,0.597261775450691,0.7895263751092776,-0.1853998310746832,0.9326270682747884,0.7974417843639032,0.9575411369011748,0.9736900418936216,0.8344691046013474,0.8226563967235213,0.926199294664662,0.9679591032566112,-0.630291353443423,0.7086140738031671,0.979484530779154,0.9107473393780092,0.8400789444447317,0.4637559957701311,0.4267758155754703,0.9313513744662084,0.8325160089874318,0.9399805055843266,-0.8231248011725527,0.5950791056001967,0.9537708139191224,0.7673016915537587,0.7193488919932783,0.2922869830157149,0.2208096380859116,0.8193331471915144,0.6814661180459135,0.9316817263866404,0.8864935798148824,-0.6723542713969508,0.7841765291650169,0.9266298844273784,0.8488447187910803,0.8626151856071278,0.5306368006405459,0.4835742849162339,0.8411652322350668,0.8103148183231792,0.921230662359607,0.9293516030272,0.9642702466686148,-0.7773508356377578,0.5575075647333653,0.9570489147247476,0.7809115413045862,0.6989529543410548,0.2676991329472519,0.1929517489195411,0.8574079063492716,0.6864775077089813,0.9400733739736462,0.9668013480288332,0.8740554755400668,0.9408482290708586,-0.4481724335030054,0.7960920850502036,0.9286942358695794,0.948009135119128,0.8977664913797023,0.6086506809475883,0.5654449509274918,0.9801801671068074,0.9150318105958712,0.9443717208558756,0.8504601089609719,0.8607895997976307,0.8854249556203182,33,10
1,30,10,10,0.3073632760461062,0.2722947283530417,0.0426394158179643,0.148849991936991,0.9325331127802128,-0.1620748781361961,0.9605363738153242,0.2003903905153522,0.2752038588556694,0.0339066164391969,0.957185871202136,0.2247204689735582,0.3534492639580404,0.0394054871325757,0.9683545541438474,0.7169500397303503,-0.1282773927662304,0.5154203856789124,-0.3675141109886677,0.7870295679065682,0.8137013223365043,0.6036839783664304,-0.3567784660096521,0.2769634671386372,-0.5525560376349723,0.6975411063019326,0.7020771445990582,0.9144840401873364,0.3473549592993054,0.9572001916405942,0.0306932243270765,0.9015729503478254,0.2551271579455764,0.2787347031924029,-0.0375250001447085,-0.2576611120073257,0.9091503177003928,0.5195724701195967,0.4559525778515076,0.3483292521044558,0.8732885418257504,0.8934195565941917,0.6262565905425088,0.40912966983866,0.5415893223225848,0.9269599109077908,0.5426824962211387,0.1978823611600466,0.4219145881872839,0.8837811418301981,0.8795248103007712,0.524800518636119,0.3633483973813796,0.566191755632718,0.9330241443859496,-0.2347276315586305,0.4120405889110726,-0.5657710953643132,0.6392465131403703,-0.332188857155982,-0.3799048546263674,-0.7970326255513683,-0.8024822547257973,0.3317990817561349,-0.1625267859715086,0.0095533249612782,0.8284190552600738,0.4851854724235072,-0.0490930833672222,0.4511677347499587,0.7736421900220349,0.7430630398490095,0.2840422361550884,0.1842175492129167,0.4714293136885844,0.7941944928064284,0.9063176057356328,0.274689746579601,0.6196004779427745,0.8265825911540794,0.3816539481785144,0.7168132940634653,0.5297627458736831,0.5624079385403392,0.1936252773499696,-0.0827102495692586,0.7912546535750188,0.8178346484937814,0.7786373925665996,0.1864577384031852,0.6985606161072939,0.90830758762903,0.5765811374416414,0.3285792892355577,0.4288755720494345,0.8618057984228219,0.8726564601481543,0.5411759120469569,0.3463310712602401,0.5849236933309225,0.955848630201212,0.954996577200083,-0.0525417487742394,0.8643394823780514,0.844667187618568,25,13
