connection_name,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30
L-mAmyg - R-A10m,-0.12505037669464852,0.013377993052720142,-0.15729268378034397,-0.002173724617406434,-0.16953726905123703,0.04071548662795126,-0.049039095728053296,-0.2392376662713988,-0.07733589917845429,-0.08966092535295735,-0.03688181117768263,-0.07259214838221484,-0.04391118344994861,-0.07438417985700979,-0.1625955308994974,-0.031967096230451554,-0.027206172348984137,-0.10069268872164128,0.1000447206429009,-0.1076157836980268,-0.036615796607769216,-0.06668134085061894,0.05702274402750783,-0.007759518626834818,0.21928328205920877,0.026578940358910952,0.029850359393839537,-0.1302245393434252,0.0040711645018617695,-0.03411101358484643
L-mAmyg - L-A11l,-0.1281520915314443,0.005426744572870815,-0.2536489277279497,0.07467367343410801,-0.0833522610218032,-0.0673587557709345,0.09855396349325676,-0.13113956624024697,0.16098783962619861,0.12888404714551263,0.03798783593468749,-0.15031621861991312,-0.13654000764529708,-0.13743959128093286,-0.02582850759127648,-0.012567057167822124,-0.012016609486349042,-0.04287329391578579,-0.0018722359565497525,-0.039171901864626754,0.061072516660802205,-0.023674976934673193,0.030789570596735375,0.025786454261881586,0.02462071405691059,0.022116372378510187,0.08559500665331717,0.04963783521001786,0.08619678514188382,-0.14936490128980834
L-mAmyg - R-A13,-0.11654646967985503,-0.07821579185630206,-0.2214979089344866,0.06479869426157472,-0.05159304874969486,-0.013812456926738562,0.161139437053681,0.002489598388117198,-0.05266390526533481,-0.10302926729926633,-0.1128967167921616,-0.21483153981029865,-0.0417657037011279,-0.030585778919615714,-0.024156049970941618,-0.028222838987985707,-0.017117828646315725,-0.007779371926320111,0.09519348009301325,0.05043676942946446,0.16757882661396223,0.13520519180102136,0.10131073497355428,0.14206394626906868,0.011008735761300764,-0.04268019735337972,-0.007162042909707726,0.10676520615559565,0.02681494783972596,0.06023823341297757
L-mAmyg - L-A38m,-0.05637015560791871,-0.1110709779528456,-0.05044276912205345,0.0043848139917078465,-0.10366969488659718,-0.14233414115954027,-0.046071178618931626,0.014335112185716148,0.0396266881892835,0.0004688523207658068,-0.06492632869596036,-0.11520001017475816,-0.06625990803506043,-0.08292864148181336,0.1654444681152658,-0.06395981793242585,0.08275717167371571,-0.09440837409392572,-0.13285447830535502,0.011223943743316785,0.17263741486134487,-0.021613937151458838,-0.19446851730754544,0.21718465909401224,-0.00832392894478004,0.006198620315349623,0.116446839957591,0.18256794584840885,-0.04413695758618785,0.03214341885235694
L-mAmyg - R-A22c,-0.13838071881785313,-0.07018309621398645,-0.14544725618961943,-0.07509210654789408,-0.1015236394903633,0.13304828740075805,0.0044525063132151155,-0.021194547909547105,0.09589525724848308,-0.004066740757503878,0.1822601994490183,-0.05715694615721265,-0.23744899519406096,0.009646894660362337,-0.11502384749767704,0.04325531628161942,0.029556588543934795,-0.01830669265935262,-0.05273794297463318,-0.048154111942312464,0.010403344532328322,0.04306219537749479,0.015107079191445483,0.052697430270698564,0.0055655032680308435,-0.05274955492763666,-0.1330484539077624,0.09535272913545394,-0.1187412542309365,0.12040041708837612
L-mAmyg - L-A22r,-0.10359126139414518,-0.10372852018818772,-0.10600451936968647,-0.019705894754761224,-0.1670450022315823,0.029483750694725,0.004928706577647025,0.008996951759375212,0.018299966571537984,-0.2422094022183208,0.1683846348438892,-0.04358501089722731,-0.05276529730945709,-0.0534618476078108,-0.08376549987376708,-0.20660424440604516,-0.09279407415203494,-0.022408884028714195,-0.06230705278199451,-0.07645083675594053,-0.15979074457320494,-0.09135003261299546,-0.09428897651816723,0.06094853997998819,0.1237479393955811,-0.13747455572213024,0.062077396613205646,0.14837817446493998,-0.16548144459724612,0.055690004202231684
L-mAmyg - L-vId/vIg,-0.11379199797062513,-0.02507113728310473,-0.16593875561263308,-0.0388651198323549,-0.05096620773976293,0.11271439142451047,-0.10675494265975194,0.030851266965352286,0.0806008715790969,0.055554204026294206,0.0022468329532913736,-0.043836738567953906,-0.07723987108358604,-0.16595274451108333,-0.235489821564921,-0.04920570879633919,-0.10028378497528943,0.10899497493156118,0.05138478576753739,0.14849102399868241,0.13263509775530194,-0.135089575416472,0.05536807545815522,-0.08339549128536507,-0.0357714154697048,0.14916903629896605,-0.3425111134769157,-0.06201084178031253,0.1780283579998525,-0.09095970564963496
L-mAmyg - R-vId/vIg,-0.13250246019838324,-0.050888806648025336,-0.13767520947363895,-0.024801915738561758,-0.09464726917446728,0.1696790934250303,-0.08743890094821867,-0.014983120709373028,0.007433401964662106,0.045316531152046646,-0.0866753614131379,-0.18684422420389118,-0.06662156693460547,-0.03085906608374126,-0.13156499938581864,-0.10155822705104957,0.061438208476726375,0.04366657170523989,0.08718105723330817,-0.07085799539867427,-0.0629515109333074,-0.03579775527009795,0.09722699416824632,0.043729519739059516,0.09075804112630537,0.23510376165141686,-0.24516208370890444,-0.001220444219208753,0.023431718333650084,0.06191915313511771
L-mAmyg - R-V5/MT+,-0.11370349140548815,-0.09714650895355678,0.03518650214038122,-0.08856706220128888,-0.15475356108407068,0.0775362803108811,0.1534905908093363,-0.03380802610282896,0.0045078273815347125,0.044813342371250994,0.0796152184235758,-0.16523741105377432,-0.13050546454160045,0.05742642606766204,-0.011835629530644973,-0.21002797426636965,-0.007007427999062718,0.1098944721423284,-0.02649043525485839,0.11164578878287645,-0.1119285176845414,0.013007428057870068,-0.16934239492794362,-0.07527272376580098,-0.06041974118986681,-0.022378926761721346,0.024104542863309736,0.11460314085249962,0.06678854966797496,0.13613234916668296
R-mAmyg - R-A10m,-0.11028351681097091,-0.003254683332000957,-0.17848406079737064,-0.04181026740054599,-0.12785376883489957,0.004825198600876449,-0.11279760835164857,-0.20808565831081371,-0.02822901161229298,-0.0604789972851196,-0.15284343203768308,0.21160317939165837,0.061104182510877965,0.1892440121713734,0.07750237783021396,0.08825414729568692,-0.0006111604517050617,-0.07492187593527014,0.04185273005382155,-0.03582852099676199,-0.013691898030872906,-0.12654644622221595,0.10437597556358053,0.004517092902696959,0.03260334650068778,-0.06254560993915996,0.13639099066331115,-0.0026516468911008187,0.025875243462140908,0.06774904166314297
R-mAmyg - L-A11l,-0.10515261504520859,0.006072294648240159,-0.213001236113517,0.09156225528343948,-0.0007444894527424426,-0.050615607088402,0.1036782382498652,-0.05383224403752049,0.12917551091419008,0.17844597754434288,-0.09680227797194964,0.1410483575070291,-0.012663982220837422,-0.016530914106895934,0.12950217389906907,0.008897255996162009,-0.012872531375154159,-0.109806503469859,-0.027282048204047223,-0.00021931871796402116,-0.02724958907076557,-0.05398666055144603,0.22195040600323399,-0.0270120875668263,-0.01940866099602507,-0.003134831196557532,-0.02470453074184055,0.10466448530320267,-0.07507192861190148,0.003559985739483476
R-mAmyg - R-A13,-0.10937393945260265,-0.05743660474013403,-0.16227730469728838,0.092209217984083,0.015250235154305344,-0.0016890401541617547,0.17052318947203476,0.08244229786677254,-0.03383815741732853,-0.11026732271858973,-0.2095975041851772,0.07339452910271949,0.017583936824016447,0.10274688661730699,0.13750672917640058,0.08137294746357832,-0.09632210765053884,0.03455028353686675,0.020291851245734557,0.06273656504205219,0.0923520797305698,0.03249352473154756,0.20533865866972617,-0.016489609279352294,0.008446944661820846,-0.14133850012747673,0.034167118932137655,0.12052171442729703,-0.13832547502975134,0.06173586561258265
R-mAmyg - L-A38m,-0.06521389496120958,-0.10138875492042705,-0.05470784924856136,-0.011283342966273908,-0.05612650117024243,-0.13642455780260693,-0.03298482423235752,0.06696474112970975,0.018699137629902683,0.022869373760798936,-0.103908628638842,-0.02347339883178197,-0.0563310775060284,0.039055065364267366,0.2902446746417539,-0.12550438356255283,0.05210001633690747,-0.17202409247439318,-0.10581090274197817,0.011985166074717755,0.20333665794087555,-0.010903836271981847,-0.1349716119525433,0.018259560818499762,0.029359122417522598,0.16358517795691815,-0.11180509437355551,-0.08486375865737897,-0.12129774261827136,0.09807766993480402
R-mAmyg - R-A22c,-0.13290768874765715,-0.021096265813476373,-0.15616709444976376,-0.057260064383406674,-0.09021304929013381,0.12577635956814068,-0.018568067934569436,0.023180174059243615,0.12339771452044691,0.03902023824419967,0.03174678143701731,0.2386784178111353,-0.1591760172607827,0.13766186608588443,0.1136006155540828,0.2016652624894067,0.008725164302388448,0.04501550286490072,0.032770867837125,-0.019131968699604138,-0.03805338054578322,0.08872744941386167,-0.13849342289280805,-0.016615105464484848,-0.011210778666876461,-0.07279849950316226,0.022676540272670603,-0.06925813013716263,-0.09798835534604272,0.05569896537791064
R-mAmyg - L-A22r,-0.10561617563057621,-0.08968010773807283,-0.1098099209571018,-0.03127657767340947,-0.14288658924289727,0.00940324405238735,-0.012840426355729916,0.0963640206011548,0.05202290770601235,-0.10785991620555112,0.04478722992970621,0.19779619027202217,0.10269343077045907,0.20884330155874942,0.07716607682932512,-0.06634843966268433,-0.09483962581815106,-0.03093054930129504,0.007149612814052651,-0.02148433780960568,-0.02771755110045967,-0.08772980505173535,-0.15205390443553135,0.009850584222511788,0.07186296678391235,0.021950259391877197,0.06993044391520409,0.026946361344995933,-0.10544737952300975,-0.0851607388234039
R-mAmyg - L-vId/vIg,-0.12080990541557987,-0.03987555921945034,-0.11945236888304044,-0.0356542968883823,-0.03439032567486608,0.06069554267685631,-0.12127425468084406,0.1308800218947598,0.15088626685791015,0.07375066792673088,-0.06275734059842844,0.20276584601212438,0.021747392669821664,0.0848036298027504,-0.047929535066373985,0.09424986323110016,-0.12412396278158701,0.13037536724208457,0.048908987416733885,0.023831414886025748,0.12551104959401038,-0.005751019991171102,0.010704461315225705,-0.11587721856581862,-0.10251788037910842,-0.026595803143437857,-0.08516463928803544,0.0032671038578617716,0.1830363535689515,-0.1368983854752567
R-mAmyg - R-vId/vIg,-0.14039934090337194,-0.05534798320671274,-0.11531213396535675,-0.01751388785742415,-0.06486544963716338,0.1138384491987234,-0.06973618510213782,0.0976464751618932,0.0683042408759482,0.05653160374033328,-0.14918438368860987,0.1703186789788521,0.054991986944012236,0.2107032727428668,0.042660083488843495,0.07687422933425798,0.10769348659498837,0.0833520059624061,0.07850349798581749,-0.11399491066950142,-0.12330595287529109,-0.008398913034007444,0.03298307018078009,0.02629189856043261,-0.0734452529820506,0.11657849789149756,0.02775771674205558,0.04898026331406308,0.03072255160913559,-0.09543398206655224
R-mAmyg - R-V5/MT+,-0.10714030905440522,-0.09250695113816615,0.04388690392863622,-0.06943983260680608,-0.131710398721231,0.08167928217175979,0.17405043010894636,-0.011270603886236564,-0.002152530424456768,0.14969212877234056,-0.0011547470073568072,0.08747077410606058,0.0014549343318979663,0.21354570065801412,0.07857839798671512,-0.06777522934233439,-0.040472122679052425,0.04162575414918334,0.11098716311138315,0.135430810249619,-0.08319074351991998,0.032618083924603525,-0.25861095499105774,-0.1917327247087367,-0.1310749076857955,0.12005439641275417,0.0016989217519851538,-0.040788548492026705,0.07551221623627642,-0.027645345495482372
R-mAmyg - L-mAmyg,-0.06191243481285113,-0.0370514895730598,-0.02048639311936618,-0.013481465589462236,-0.011141062696075097,-0.05278234837161009,-0.020041356010081172,0.0465243405346073,0.05896002524802749,-0.19176443134169247,-0.02160471951914006,-0.11743104494791484,-0.04001823483991965,0.0006649390077716338,0.053541311939535124,-0.00671193808963879,0.015922798356741173,0.018067338870209806,0.020698005567375253,0.10829122097550631,0.02285777296259881,0.09162445431247451,-0.09628164246884041,0.03261933785433141,-0.15401769426303197,0.06494184680829043,0.14964902783524614,-0.09994103523759333,0.09278003345871162,-0.11301933659055952
L-lAmyg - R-A10m,-0.09538239730766561,-0.06953768917836854,0.13485787876494712,0.1906428951475234,0.04414344249005648,0.053245004333891205,-0.05715220047521091,-0.21324201074900395,-0.10268791314354228,-0.10247977553841436,-0.07802782647800185,0.06868712381973015,-0.0890845376997108,-0.030796561375695267,0.03819427303589833,0.07597643961210089,-0.07749999174651101,-0.16346931103960372,0.11418469921341105,0.05739776165084651,-0.0009043643149318839,0.03886085137274056,-0.15685682549949104,-0.021935424849027628,0.018124816732654623,0.1223845107709835,-0.1125576204978664,-0.011886148892209177,0.015339296687620088,0.0669891479005472
L-lAmyg - L-A11l,-0.09762801532589667,-0.0913018169361839,0.03668602463668108,0.2562867423968968,0.11361687454191319,0.002191048137428219,0.06144835353293318,-0.0787766446064847,-0.0217056603126109,0.12588321592908444,0.05753969493047016,0.025542607304015055,-0.04478536658094215,-0.13855936124353463,0.0885223273014316,-0.02560236091471243,-0.10486021549308197,-0.026875473587432613,0.21029853312210822,-0.017961633747949127,-0.026913539073411114,-0.007813085638284194,0.06526765369175826,-0.12941479405377698,0.022771117328603117,-0.02808261624190382,0.10041352976127718,0.07435052114019117,-0.06264532092103833,-0.03003810227901734
L-lAmyg - R-A13,-0.1150296192020169,-0.15504320736674052,0.03339887158045359,0.24678439891403953,0.10164843463597432,0.0011936667503236829,0.10795826516835777,0.04180737831112931,-0.13638780988710092,-0.015639253776975212,-0.056025078523381004,-0.02649334456908553,0.018243005065635302,-0.031023043060667783,-0.07082859602797019,0.10708399889911759,-0.053168309002421935,0.06923370410675432,0.1767017998766232,-0.030422867999285504,-0.07654995830882778,-0.017327830183624146,0.01709810848857224,-0.08706521015154296,-0.12733762841624444,0.05820963585595097,-0.028231178613203227,0.033954743259284374,-0.1662578318397926,0.009412705857120021
L-lAmyg - L-A38m,-0.06690617447468479,-0.15759456186705212,0.05350804237859727,0.10939051968204619,-0.05222360762599951,-0.10039220640975037,-0.13094233232582356,0.041083975005425634,-0.020963585901273066,0.10278103605169349,0.08488348929458069,-0.00344039425886623,0.09832297305903769,-0.0011745663792448058,-0.08116194554579238,0.022325929789521512,-0.027774840258338384,-0.031244458941151684,0.06302581127420848,-0.11173716410506646,0.1948669503939739,-0.12903800131964244,0.14129439164494106,0.04972511918124686,0.015248454651809011,0.33521612313862076,0.22486009370646395,0.08206930118831543,-0.0979493867965057,-0.026423367811605966
L-lAmyg - R-A22c,-0.11045344386733458,-0.145808107756037,0.09853693253794846,0.1696047810716869,0.1546839489950598,0.1751801116711971,0.02057835777309292,-0.039217646834041754,-0.05508064237736972,-0.03533252242020522,0.12810236164008681,0.06092736517260679,-0.23813278904679314,0.07670197900341495,0.02580568993953567,0.1409958978833299,-0.025727117135049132,-0.09964104398228411,-0.09769672305994684,-0.02849079997826469,-0.01737347504260451,-0.017713565472821557,-0.03624918703687094,0.07439477029864006,0.0060960208486616554,0.011062124087691468,-0.02856993671728651,-0.02326462691205636,0.029838231165879456,0.10624481559543954
L-lAmyg - L-A22r,-0.09512911893250478,-0.18206068374391426,0.0702153391684283,0.15347073879342635,0.07585141538552816,0.07697347677372968,0.00963915123165627,0.011793204991995206,-0.0779361996870878,-0.14826118904593044,0.13077532449306853,0.004176101339623144,0.03134854298645118,0.1424478848643043,0.015123891528809025,-0.03475712306011229,-0.12682643051805165,-0.13366804832525742,-0.19868571768343934,-0.1450327417888734,0.0012594738248241574,-0.11894943479586767,-0.03621906190921596,0.15447473728571712,-0.03399368868969681,0.009605252400418762,-0.09671456256007127,-0.1296706558782747,0.08607350868670816,-0.08102604353897183
L-lAmyg - L-vId/vIg,-0.11906927196580792,-0.05154005356004668,0.08361769303204096,0.2017605672046833,0.19633564813730195,0.11581717895950269,-0.05386190430840232,0.006494408869285411,-0.014101295272229447,-0.06863104705881963,-0.043141745539227457,0.05876788361150751,-0.10589730645812011,-0.08001768022108255,0.030738811261133602,-0.009138288925729175,-0.02126729567947999,0.03926407692784236,-0.14721680944141613,0.2189808185863109,0.013640712691163837,-0.14911675899741297,-0.06189681203167031,-0.009090351717804056,-0.03589013177810113,-0.013755062450826208,-0.09664022601493001,0.12519427501256766,0.1390919778664236,-0.3364534507783029
L-lAmyg - R-vId/vIg,-0.12315357504967844,-0.09732452725555318,0.11490888792976119,0.20129998837340657,0.18529374531924198,0.1991612541832457,-0.02849351076220276,-0.045222665218057345,-0.0797731801797724,0.019896084699918992,-0.10522068290731709,-0.008441956457568688,-0.11198970305494307,0.03967647130481566,0.008401765039950217,-0.05481082670832417,-0.004737197721028187,-0.07826344368401215,-0.0518727160931766,-0.011571915541764743,-0.1468590420575317,-0.06790286798383469,-0.10222905900779236,0.04099545523904431,0.020307049148242537,0.013365238487705848,0.02673999701891789,0.2047230221121683,0.054633222664287134,-0.045418774437211484
L-lAmyg - R-V5/MT+,-0.09454249087227137,-0.13323133802271045,0.08323141173128373,0.014773880444083915,0.029214001498077215,0.09961536342876479,0.08848827784284885,-0.018639027370963103,-0.11962966766161993,0.11000875880418416,0.06189041638335586,-0.1392694699372967,-0.039837521640961694,0.14791956132037634,0.07483809346381946,-0.01395149895034263,0.026476448113918947,0.010696261378029313,-0.25079166582288936,-0.0893645049887267,-0.01365239212862572,-0.07636278316765686,0.12914738526003336,-0.005825712535960009,0.11871303774661991,0.01927056644002484,0.1026786921763844,-0.21295655989255208,0.21696998222136354,0.029398015370152478
L-lAmyg - L-mAmyg,-0.05713831050171138,-0.1840525203268796,0.031730254020343684,0.12368827854152507,-0.07001272481047294,-0.07507584152123309,-0.08348077226912837,-0.04117416270542407,0.03462642647708809,0.07544585112226557,0.03196641303396443,0.03542107877791223,0.060317743594650815,0.08419567888162079,-0.19418096750562902,-0.14111421958216547,0.20744801976453203,0.2618321575355495,0.0056932842811520355,0.061973595118880426,-0.04826242037786268,0.163867700667801,-0.19290539145065477,0.0996299234682948,-0.10140977655325707,-0.24783607648305062,0.013159451401517912,0.06580095944003082,0.02363587546742435,0.009252165555932834
L-lAmyg - R-mAmyg,-0.07257875787234892,-0.15684091979967338,0.05515890651286976,0.14074547037513999,-0.09490631507489741,-0.13836879757689677,-0.0902198755801108,-0.007367376356796832,-0.01887623727368793,0.0838589468289333,0.029590736286259668,0.0778671275275786,0.08152771386239821,0.103717826335258,-0.11851484283200298,-0.12438052511040679,0.17943529923552903,0.18358377006100335,-0.03359050212567531,-0.04039779405691724,0.0683285704020318,0.2095985095953457,-0.13934256728687475,-0.07718997898931435,0.014720854317604391,-0.014854854913345539,-0.1947319696255195,-0.16743798738310184,-0.048256788916876445,0.0774498494669891
R-lAmyg - R-A10m,-0.11071182097110102,0.017367183193660502,0.06558993693834571,-0.20622205493137907,0.1303344527458229,-0.09848189786642925,0.03676359852824407,-0.29452005373993734,-0.0662522374753754,-0.11910193102559524,-0.1607416104227155,0.0065563619880337175,-0.05419659720263646,0.01940857698020105,-0.030479026216444906,-0.02579886845993033,-0.040838780447928096,-0.12335501534111064,0.11086231005700206,-0.06872132062077341,0.05411468127182184,0.03268552549238435,-0.1147918287323236,-0.03957610955652617,-0.06885659668399335,-0.04860723917822597,0.012424591067937606,-0.0633898135090123,0.09203298892061793,0.024892071446879528
R-lAmyg - L-A11l,-0.08586747558692222,0.016322371289024678,-0.04381232767795072,-0.05885449928911902,0.21298868260761228,-0.10920874943864486,0.14951524390078214,-0.18545261579412417,0.17835331113652467,0.13322647450303535,0.03819157445249402,0.07876466768775223,-0.03422651807285146,-0.06933042477642443,0.064784040473297,-0.09933754145965235,-0.010891065000289683,0.0873672291256606,0.11107555385735428,-0.13543168591319138,-0.05203711698317391,0.05851753078947841,-0.10094420352646233,0.053128468023316285,0.143996293695204,-0.06908634780216799,0.006178706047547111,0.07761138732734793,0.13319698346724135,-0.050870548008174005
R-lAmyg - R-A13,-0.1129267150399445,-0.05795233317226069,-0.009486912457984975,-0.08079206163355385,0.21617239088759457,-0.11494269123321779,0.17169511381529684,-0.035519985059973495,0.0011151642190370542,-0.10060104866637015,-0.07272023040741261,-0.011413643082082432,0.06060772319959963,0.0029980516508469647,-0.15868808785991004,0.10406679856581484,-0.08147494234208258,0.24072690632250882,0.06748967227734465,-0.07798070874561171,-0.011286017541495413,0.08252356504181155,0.013338178233412074,0.016479479579296717,-0.05295851836313209,0.04884915278294018,-0.061045818223408224,-0.018780356974501207,-0.050535757160034694,0.020533087223631112
R-lAmyg - L-A38m,-0.053335947591746674,-0.09719735573498241,0.04667312880155898,-0.157620293066881,0.06396131998887572,-0.20851577921520423,-0.04270023758098511,-0.0401141045395413,0.004283919914670434,0.07119198172607806,0.10082748511002379,0.016691269677543176,0.06509610110209404,0.00573114838068532,0.059080119897428576,0.08316815857392298,0.017311957739310102,0.12959904262136646,0.04865552149933121,-0.12331104103780854,0.07553691826379327,-0.11395767593982754,-0.10342610212013315,0.06390550376365393,-0.05084355276063471,0.20258807205057233,-0.12720239964495245,0.20547976780144467,-0.1690053217847668,-0.05960235699052547
R-lAmyg - R-A22c,-0.1030065889920599,-0.040346748576431724,0.02058860777008371,-0.2300375005926168,0.19407858792882055,0.08979310694493181,0.04731943390837954,-0.09204494434115296,0.10928872015151105,-0.06541855289866606,0.0714597645557675,0.06160697812700821,-0.1272420726186928,-0.019102279407091846,0.03255766115391483,0.010132847137518504,0.10261238273900915,0.04719572505587347,0.05869484879066069,0.04006355538146267,0.1732365303054612,0.12412141881042957,0.034817304004707963,0.09003666738756265,0.08769670904512984,-0.0005371277259674234,0.0436389805943541,-0.02977840692979636,-0.038515372675498996,0.02975295551995283
R-lAmyg - L-A22r,-0.08985560577209645,-0.10797029341106444,0.05956949131503529,-0.20347874107442077,0.11106187683507329,-0.03389096609234138,0.09334292086300358,0.030730130432507483,0.06438144714417635,-0.200791186341692,0.08989607633077225,0.033773406675100426,0.05200084430845578,0.06059130993997294,-0.09197008809541081,-0.1690695309220993,0.012907605097464529,-0.09609745904314299,0.029258171588872783,-0.14041801000787513,0.12221572118452588,-0.024725605091515813,0.003546530117390298,0.030218987661180072,0.047763432065577614,0.07962648768256485,-0.0034359950603754796,0.002456276995032338,-0.06312223414262622,-0.21535083484076945
R-lAmyg - L-vId/vIg,-0.1225158813276702,5.792759269618343e-05,0.047964139802338025,-0.13253861685916818,0.24092520744132162,0.08523890956602956,-0.06868884199329951,-0.003743454843760201,0.1362386477423865,-0.05701892269495397,-0.15141179819752154,0.03258527258445473,-0.004555695110358908,-0.06520010903222459,0.04810867413329359,-0.16707552560094502,0.01415532574712787,0.05944009653463574,-0.030848289851474323,0.18800446010827077,0.22099884164827874,-0.07262655799057816,0.01930848413160655,-0.03514334937637073,0.049007220203527144,-0.09740605567156815,0.07568008787855224,0.07033172989159525,-0.055261999766820495,0.059552332310720005
R-lAmyg - R-vId/vIg,-0.14275794421613208,-0.006195021278019026,0.10870954251239029,-0.20073071526912345,0.2194576191748857,0.07640002971416777,0.008673084854170794,-0.05811362310644536,0.07889974243207276,-0.01562858763008205,-0.20405776492457312,-0.044714014555268376,0.01857385151346623,0.0308077060633256,0.021985524790333014,-0.1511230065773141,0.12013882539776896,0.049721481702773004,0.025834286219986784,-0.008196960619328472,-0.0425458196425542,0.045410793286687595,0.017458783100548304,0.031430302702972084,-0.011739581276869637,0.0862554290557461,0.03987133908740282,-0.022891857228556356,-0.05582790407533139,0.06504961263821493
R-lAmyg - R-V5/MT+,-0.0797784690747304,-0.09545239224455654,0.09546343188374132,-0.19002266998960027,-0.023711203700468933,0.09221191894329697,0.12949827247453435,-0.03999242530343855,-0.010667544494077079,0.08291571924052174,0.07695029151297386,-0.017011133824270434,0.021753435233371372,0.08217826424465863,0.05240853922533922,-0.14040464570335742,0.07237346880012922,0.05210819236365641,0.02898655639427407,0.09431155344611158,0.04138732992738377,-0.04741979578681709,0.15415891181766303,-0.07535743720651872,0.1422225752185643,0.0010039245529583386,0.04244203561630326,-0.029655323287729088,-0.07699995426695241,-0.1900737612705904
R-lAmyg - L-mAmyg,-0.06463524529082848,-0.1426368063292762,0.005343936650843998,-0.09760145712252684,0.003251568951402788,-0.12011117596243859,-0.07536939306980686,-0.07872409370855209,0.10852476994490344,-0.015790308342643056,0.022294756505943016,-0.10016308872136477,0.04526184848094574,-0.07195045788722454,-0.11948341266865292,0.06556728668157566,-0.10277848499162101,0.07229052187527582,-0.20164836578900883,0.07749867094423962,-0.192838678987626,-0.15833598764365334,-0.0010972963248148532,-0.0031763566592186683,-0.23271990542095902,-0.10628440057449484,0.20071624060204635,0.11236026606772315,-0.023631710827241217,0.19946945341945493
R-lAmyg - R-mAmyg,-0.06736846264797636,-0.12038369124056804,0.009758169120708897,-0.10102471339350028,0.013945376041269426,-0.11232003031984801,-0.03431959699472087,-0.08125959334298971,0.1467914243030322,0.017641752961044546,-0.006850198297348481,-0.049696974213095525,0.12126872464541918,0.005636887484669187,-0.059943065407559955,0.0865623498240157,-0.17208568104196137,-0.01740552837130215,-0.06913981626704176,0.0140606756632169,-0.1171110981636316,-0.02017851352517366,-0.00244349130046001,-0.03911782041077062,-0.09478693369991416,0.18381961797625798,-0.04086526788904693,-0.07352616915126804,0.02010338947216178,0.04652807193483999
R-lAmyg - L-lAmyg,-0.058735429110219756,-0.2418427629405816,0.08578676358960821,0.02187460980439824,0.04272460175448699,-0.029107082591177762,-0.09634912822037787,-0.04658174395809124,0.01539278767694993,0.012480498090389522,0.10157341025468797,0.018621092529304877,0.1293701618764235,0.05047473421597365,-0.05714659853118412,-0.1419654891392177,0.1468353836248349,0.017082381613056495,-0.16121522956878773,0.03504382972496892,0.17095213362385994,-0.0006668668945095241,0.29020127210945384,-0.16083244313883652,-0.08987895163741261,-0.06966697615584902,0.12489781408857414,-0.06328854618527778,-0.021597487891986997,0.044345911768484916
L-rHipp - R-A10m,-0.08794269824242862,0.11383867022363066,-0.0784997923301423,-0.012852756740224108,-0.01596027958584835,-0.006933954268688397,-0.08014513188363179,-0.12630982785653888,-0.19429346787139282,-0.03581541077882086,-0.08288520765793371,0.14081830327835976,0.06385794151748114,-0.00027010716736949707,-0.18391823021524534,-0.06695657530404187,0.042288928500144124,-0.07595493733706185,-0.09028607831679425,-0.11698349284256679,-0.003973256792525477,0.10413926688626546,-0.04794251101632442,-0.1159280022775937,0.0457947573705563,0.06090641462888604,0.08187567839154529,0.19144319412996677,0.13778325778300063,0.09124581728768451
L-rHipp - L-A11l,-0.09443814454844827,0.10429618386724016,-0.1550064129938046,0.07066647342269369,0.09125952593197469,-0.06832344542989836,0.07440952417492412,-0.057805837747098555,-0.00032521038381166587,0.2141748503912311,0.11356715162549513,0.061314933299093585,0.08354309017581532,-0.03589546042209512,0.07173145691940763,-0.037940052396093334,-0.021553672884507213,0.0029999705517612593,-0.22715498522485597,-0.057297104617534365,-0.011185278485941731,0.1383947676060209,-0.005830747496517852,0.0769465918916571,0.016743532879934978,-0.05137974304470087,0.05396567092517481,0.031745675286378054,0.2029773645701113,0.017897165161845932
L-rHipp - R-A13,-0.10548937029414825,0.03258165985948374,-0.12219329053061406,0.06979502995399572,0.09506963717171071,-0.03678293491048439,0.17422071107585635,0.08184886110419083,-0.19174051637945244,-0.07231981561153777,-0.04874887726311648,-0.08045514059009054,0.15918145666863542,0.01661428215737885,-0.008241802705280838,0.04551824936767466,-0.07472909833311077,0.13748001787838388,-0.1361936428535641,-0.003240236869674576,0.08028509356342463,0.17691779500088584,-0.0224423577955327,0.010338030085763224,0.09749469232375337,-0.007094497432870311,0.033103680932299116,-0.036200965362889866,0.0702302756860906,0.04078344018313659
L-rHipp - L-A38m,-0.04353829336356008,-0.043699489806896905,0.017842509339235667,-0.022581558215109505,-0.027163529686286436,-0.19093328666444245,-0.09266875626720947,0.04641414746330565,-0.08379599555116718,0.06842433658578587,-0.052177541750408125,-0.0555243092981311,-0.06188057340419377,-0.07106098163952995,0.21659448704322506,0.0608533480197122,0.09092217992912267,-0.08868842788744363,-0.08836759835745733,-0.020694851113147308,0.0467042303531676,0.07896167311111098,-0.05685555282724737,-0.07796839869849187,0.14355200687221892,-0.0268928074914815,-0.21774424125966937,0.06197831316334357,0.05711568222287884,0.041638879248428975
